,BookingID_Date,Data_Ping_time,Planned_ETA,actual_eta,Curr_lat,Curr_lon,ontime,delay,trip_start_date,trip_end_date,TRANSPORTATION_DISTANCE_IN_KM,Minimum_kms_to_be_covered_in_a_day,Org_latitude,Org_longitude,Des_latitude,Des_longitude,vehicleType_32_FT_Multi-Axle_14MT_-_HCV,vehicleType_32_FT_Single-Axle_7MT_-_HCV,vehicleType_40_FT_3XL_Trailer_35MT,vehicleType_40_FT_Flat_Bed_Multi-Axle_27MT_-_Trailer,vehicleType_OTROS,customerID_DMREXCHEUX,customerID_FILEXCHE19,customerID_LTLEXMUM40,customerID_OTROS,supplierID_999,supplierID_55471,supplierID_55556,supplierID_OTROS,Material_Shipped_AUTO_PARTS,Material_Shipped_OTROS,weather_code,temperature_max,temperature_min
0,1597935673.0,1598486414.0,1598065993.0,1598618485.4,23.6384688888888,86.1010336111111,0,1,1598019240.0,0.0,148.0,250.0,23.67348,86.129379,23.530626,85.458186,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,65,31,23
1,1598036754.0,1598601006.0,1598186754.0,1598624898.703,28.92309,77.65596,0,1,1598362380.0,0.0,205.0,250.0,28.658633,77.438643,30.363108,76.794961,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,65,32,25
2,1597946369.0,1598421009.0,1598054909.0,1598613290.55,29.34606,77.709305,0,1,1598352660.0,0.0,84.9,250.0,28.658633,77.438643,29.420166,77.784542,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,63,32,25
3,1598132721.0,1598605509.0,1598229201.0,1598611925.52,28.92309,77.65596,0,1,1598367420.0,0.0,50.0,250.0,26.19229040350968,91.75127677536253,28.927021,77.642158,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,63,33,25
4,1598037272.0,1598313609.0,1598133752.0,1598615557.83,28.643333,77.43472,0,1,1598365800.0,0.0,50.0,250.0,26.19229040350968,91.75127677536253,28.927021,77.642158,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,63,33,25
5,1598130495.0,1598608813.0,1598226975.0,1598623674.31,29.77325,76.6193,0,1,1598366640.0,0.0,50.0,250.0,26.19229040350968,91.75127677536253,28.927021,77.642158,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,63,33,25
6,1598130742.0,1598285709.0,1598227222.0,1598612033.44,28.9241052777777,77.6650572222222,0,1,1598366820.0,0.0,50.0,250.0,26.19229040350968,91.75127677536253,28.927021,77.642158,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,63,33,25
7,1598037851.0,1598486414.0,1598127371.0,1598612783.953,23.6487686111111,86.1118055555555,0,1,1598378340.0,0.0,30.0,250.0,23.67348,86.129379,23.677124795772432,86.0845500362754,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,63,31,23
8,1598293043.0,1598613018.0,1598409863.0,1598618083.687,25.84701,91.8979,0,1,1598379600.0,0.0,109.0,250.0,26.185619636418977,91.84358193219721,25.525186,91.867201,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,63,33,25
9,1598123387.0,1598442010.0,1598283767.0,1598617640.08,23.5261488888888,87.2614647222222,0,1,1598378760.0,0.0,235.0,250.0,26.19229040350968,91.75127677536253,23.176713,86.933714,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,63,33,25
