,BookingID_Date,Data_Ping_time,Planned_ETA,actual_eta,Curr_lat,Curr_lon,ontime,delay,trip_start_date,trip_end_date,TRANSPORTATION_DISTANCE_IN_KM,Minimum_kms_to_be_covered_in_a_day,Org_latitude,Org_longitude,Des_latitude,Des_longitude,vehicleType_32_FT_Multi-Axle_14MT_-_HCV,vehicleType_32_FT_Single-Axle_7MT_-_HCV,vehicleType_40_FT_3XL_Trailer_35MT,vehicleType_40_FT_Flat_Bed_Multi-Axle_27MT_-_Trailer,vehicleType_OTROS,customerID_DMREXCHEUX,customerID_FILEXCHE19,customerID_LTLEXMUM40,customerID_OTROS,supplierID_999,supplierID_55471,supplierID_55556,supplierID_OTROS,Material_Shipped_AUTO_PARTS,Material_Shipped_OTROS,weather_code,temperature_max,temperature_min
0,2.81140594797385,2.656066298271886,2.798327422518555,0.27151883220740824,0.5492679109288114,1.231775788026256,0,1,2.8182930014156535,-13.613610856781943,0.07703029947859868,0.05195490002738886,0.7152140580496787,0.7989499979939744,0.5217048190473403,1.0866117690799413,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,65,26,24
1,2.825019754798541,2.6714678603941464,2.8144610242560857,0.2715880249810622,1.458558103295407,-0.414377658883929,0,1,2.864434935373662,-13.613610856781943,0.3613089442801726,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.669906754626249,-0.5641351848854665,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
2,2.81284650829475,2.6472756394946027,2.7968466063472843,0.2714627852562151,1.5313357849075577,-0.40397940071955973,0,1,2.8631278898585024,-13.613610856781943,-0.23767114766138925,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.5114448912011202,-0.37557401725423867,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
3,2.8379447970868563,2.672073079207297,2.820131919602704,0.2714480580225541,1.458558103295407,-0.414377658883929,0,1,2.8651126626778187,-13.613610856781943,-0.41172947579428276,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,63,26,24
4,2.825089520154396,2.632840707109002,2.807379986840922,0.27148724681554715,1.41042214595855,-0.45750279968971574,0,1,2.8648948217586256,-13.613610856781943,-0.41172947579428276,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,63,26,24
5,2.8376449946116953,2.6725171482631818,2.81983452725362,0.2715748150722646,1.6048395743202688,-0.6164482992189854,0,1,2.8650077763093185,-13.613610856781943,-0.41172947579428276,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,63,26,24
6,2.8376782611037727,2.62909085037196,2.819867526314817,0.2714492223655047,1.4587327955025453,-0.41260438556412105,0,1,2.8650319808558953,-13.613610856781943,-0.41172947579428276,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,63,26,24
7,2.8251675011216553,2.656066298271886,2.8065274888267684,0.271457319609021,0.5510401167698601,1.2338755060741537,0,1,2.866581071836825,-13.613610856781943,-0.5114763687071158,0.05195490002738886,0.7152140580496787,0.7989499979939744,0.5463240131946332,1.205963225951384,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,65,26,24
8,2.8595373094061665,2.6730823148430836,2.8442682612784593,0.27151449814792483,0.9292771357244134,2.361728234478852,0,1,2.8667505036628644,-13.613610856781943,-0.11747614170142556,0.05195490002738886,1.2140957226605968,1.865736090720825,0.8568916007510123,2.307826961940407,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,63,26,24
9,2.8366876738599225,2.650098246710897,2.8274219065389676,0.2715097120963769,0.5299417431186204,1.4579724751627716,0,1,2.8666375491121716,-13.613610856781943,0.510929283649422,0.05195490002738886,1.2154204592883686,1.8485036159965946,0.4622295666242032,1.3677684228077005,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,63,26,24
10,2.836725519545242,2.651549669754026,2.827691911003253,0.2715933709033344,0.3910316618953088,1.6557752933194878,0,1,2.8666536854765563,-13.613610856781943,0.5358660068776303,0.05195490002738886,1.2154204592883686,1.8485036159965946,0.4622295666242032,1.3677684228077005,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,63,26,24
11,2.8595088914716387,2.6736054131377274,2.8559273506370486,0.27151842449317265,0.6795208581468887,1.5626051306836293,0,1,2.866694026387518,-13.613610856781943,1.1443220536459113,0.05195490002738886,0.7152140580496787,0.7989499979939744,0.7239624882474643,1.4996890802008733,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,65,26,24
12,2.799987729626282,2.5904228384327634,2.7964197561427366,0.2700583299432645,0.8947944139265404,1.6281271737575052,0,1,2.8052225462640585,-13.613610856781943,1.0944486071894948,0.05195490002738886,0.6857808649002748,1.0108519214708374,0.8764750295831021,1.5953009416568409,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,65,26,24
13,2.837713682510317,2.5807461919991868,2.819902662967022,0.26916562781527636,1.4108095372793104,-0.3891983689491331,0,1,2.8650642535846647,-13.613610856781943,-0.41172947579428276,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,63,26,24
14,2.8250644692737223,2.5807461919991868,2.8070264827278595,0.26884461397582393,1.4108095372793104,-0.3891983689491331,0,1,2.8648544808476637,0.25318324178172974,-0.4466408883137743,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.365805280024102,-0.4158054275684585,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,63,26,24
15,2.8128303464362507,2.628606863486294,2.7968305744147193,0.26889548083082915,1.412477271922982,-0.45019312340958195,0,1,2.8631036853119256,0.2531811596372139,-0.23767114766138925,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.5114448912011202,-0.37557401725423867,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
16,2.812794790347552,2.6399381510055235,2.795456637793883,0.268851417204061,1.4589211571956877,-0.415379571846059,0,1,2.8632489125913874,0.2531811596372139,-0.3818054079204329,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.3900390006720535,-0.3787079350679706,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,61,26,25
17,2.8130409893253576,2.6395743208196034,2.7947309256464328,0.2688325060498774,1.4220651640961233,-0.45275053548412253,0,1,2.863313458048926,0.2531811596372139,-0.4865396454789075,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.426359920732817,-0.420552892901292,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,61,26,25
18,2.824610051685585,2.62909085037196,2.806575718223902,0.2688549050110612,1.4587327955025453,-0.41260438556412105,0,1,2.863724935340736,0.25318324178172974,-0.4466408883137743,0.05195490002738886,1.2154204592883686,1.8485036159965946,1.365805280024102,-0.4158054275684585,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,63,26,24
19,2.7893676377242684,2.5807461919991868,2.772217817142902,0.2688034180830166,1.4108095372793104,-0.3891983689491331,0,1,2.818672205978694,0.2531707489146346,-0.3818054079204329,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.3900390006720535,-0.3787079350679706,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,61,26,25
20,2.7893809712575304,2.632840707109002,2.7722310434872686,0.2687508540190663,1.41042214595855,-0.45750279968971574,0,1,2.8170424331758404,0.2530989149288377,-0.3818054079204329,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.3900390006720535,-0.3787079350679706,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
21,2.789431611747495,2.62909085037196,2.7770828406792445,0.2687754051266417,1.4587327955025453,-0.41260438556412105,0,1,2.8172037968196872,0.2530989149288377,0.13687843522629844,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.551757682558104,-0.387021858704425,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
22,2.789324674117091,2.5807862442324354,2.773513865291359,0.2686768527204924,1.5330058328488474,-0.4032611031970976,0,1,2.816743910434724,0.25305831311077853,-0.23767114766138925,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.5114448912011202,-0.37557401725423867,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,61,26,25
23,2.789335987418041,2.6379226366102304,2.773525087644155,0.2687207870309671,1.448344416318796,-0.4170734674960425,0,1,2.8186641377965014,0.25305831311077853,-0.23767114766138925,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.5114448912011202,-0.37557401725423867,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
24,2.789491275941788,2.628606863486294,2.7716029925290275,0.268688996325482,1.412477271922982,-0.45019312340958195,0,1,2.862724480748885,0.25305831311077853,-0.46160292225069927,0.05195490002738886,1.7052073653187365,-0.8235258591586274,1.4285716332077498,-0.40270478602607845,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,61,26,25
25,2.800070828515399,2.582398951436298,2.790498228250349,0.2642190995579207,0.3642568669082727,1.6643159190851964,1,0,2.8054161826366744,0.24942236824997074,0.4460938032560806,0.05195490002738886,0.6857808649002748,1.0108519214708374,0.42448364132466293,1.6580280142526562,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,65,26,24
26,2.800096148760381,2.583005379880654,2.790523344944701,0.26419934676891943,0.3950779062171079,1.6546681210189236,1,0,2.805432319001059,0.24942236824997074,0.4460938032560806,0.05195490002738886,0.6857808649002748,1.0108519214708374,0.42448364132466293,1.6580280142526562,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,65,26,24
27,2.800036080519625,2.582398951436298,2.790463759595334,0.2642148576360276,0.3670009349659374,1.6667982851499314,1,0,2.8065215235970253,0.24942236824997074,0.4460938032560806,0.05195490002738886,0.6857808649002748,1.0108519214708374,0.42448364132466293,1.6580280142526562,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,65,26,24
28,2.788478331460347,2.582882803918497,2.7789989238196595,0.2641578530580745,0.43347231871117775,1.6841590587023016,0,1,2.794015841198894,0.24942236824997074,0.4460938032560806,0.05195490002738886,0.6857808649002748,1.0108519214708374,0.42448364132466293,1.6580280142526562,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,65,26,24
